date,T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,PS,ALLSKY_SFC_SW_DWN
2020-04-22,29.52,39.54,20.28,41.93,3.29,0.0,93.84,27.54
2020-04-23,29.37,38.67,21.83,48.29,3.89,0.0,93.86,26.96
2020-04-24,28.95,37.8,21.54,51.97,4.03,0.0,93.79,27.43
2020-04-25,27.91,36.49,21.87,52.99,4.49,0.0,93.86,27.86
2020-04-26,28.3,38.91,18.61,46.93,3.73,0.0,93.86,28.53
2020-04-27,28.82,38.27,20.41,56.05,3.63,0.0,93.98,27.6
2020-04-28,30.91,40.47,21.73,47.24,3.36,0.01,93.88,24.94
2020-04-29,30.86,39.76,22.77,47.66,2.65,0.22,93.84,23.16
2020-04-30,30.22,40.24,23.57,51.64,3.36,0.88,93.93,24.09
2020-05-01,29.78,39.3,22.71,56.01,3.94,1.27,93.93,24.2
2020-05-02,29.77,39.0,22.93,57.53,3.82,5.2,93.78,26.14
2020-05-03,30.06,39.51,22.54,52.27,4.39,0.04,93.79,27.02
2020-05-04,29.53,39.36,21.35,48.36,3.93,0.01,93.9,27.92
2020-05-05,29.72,39.64,20.7,55.07,4.48,0.02,93.82,28.18
2020-05-06,30.86,40.09,22.31,47.9,3.88,0.05,93.74,27.41
2020-05-07,31.05,41.15,22.17,40.52,3.97,0.0,93.75,28.0
2020-05-08,30.05,40.45,21.05,48.32,3.59,0.0,93.8,27.94
2020-05-09,30.7,41.01,21.24,47.22,3.16,0.0,93.8,27.83
2020-05-10,30.81,40.27,22.51,48.15,2.15,1.22,93.83,24.98
2020-05-11,30.59,40.31,23.48,46.66,2.96,5.17,93.84,25.22
2020-05-12,29.81,39.03,22.41,43.71,3.09,0.08,93.8,27.7
2020-05-13,30.2,39.23,22.73,50.64,3.43,0.77,93.7,26.11
2020-05-14,30.96,38.74,24.21,52.7,2.48,1.28,93.66,24.44
2020-05-15,28.72,33.55,24.32,60.61,2.46,4.1,93.68,16.11
2020-05-16,28.8,35.45,23.49,58.92,3.07,0.25,93.67,19.31
2020-05-17,29.02,36.19,23.9,58.85,4.54,0.99,93.6,23.39
2020-05-18,27.97,33.63,23.6,60.17,5.21,0.31,93.54,22.43
2020-05-19,28.36,36.54,23.09,61.28,5.24,0.01,93.49,23.8
2020-05-20,29.37,38.35,22.6,57.49,4.97,0.01,93.48,27.38
2020-05-21,29.92,39.09,23.19,56.54,5.04,0.0,93.59,25.04
2020-05-22,30.09,38.81,23.75,53.84,5.17,0.0,93.68,25.95
2020-05-23,30.64,40.89,21.93,48.53,4.58,0.0,93.67,27.58
2020-05-24,30.81,40.53,23.29,50.84,4.47,0.0,93.74,26.96
2020-05-25,30.98,40.4,23.62,53.23,4.37,0.0,93.77,26.94
2020-05-26,30.51,39.75,23.68,54.26,4.75,0.0,93.79,26.03
2020-05-27,29.58,38.49,23.15,55.68,5.27,0.0,93.75,26.82
2020-05-28,29.06,37.4,23.33,60.87,5.89,0.0,93.68,28.03
2020-05-29,28.95,36.67,23.63,62.49,5.45,0.0,93.67,26.96
2020-05-30,29.17,35.09,25.03,61.12,4.67,0.0,93.71,26.84
2020-05-31,27.32,30.96,24.69,64.51,2.94,1.17,93.78,22.17
2020-06-01,26.25,29.95,23.38,70.3,2.3,7.12,93.85,8.89
2020-06-02,25.16,29.27,22.54,77.74,2.88,16.91,93.62,10.21
2020-06-03,24.7,27.42,22.94,87.83,9.31,79.26,92.96,3.16
2020-06-04,24.33,26.18,22.43,88.69,6.64,26.22,93.46,9.03
2020-06-05,25.07,30.59,21.06,76.29,3.78,2.25,93.67,23.09
2020-06-06,24.98,29.44,21.68,80.88,4.29,8.45,93.65,18.81
2020-06-07,25.46,29.44,22.33,82.6,3.94,5.22,93.62,20.88
2020-06-08,24.93,30.02,21.03,73.38,3.67,8.66,93.67,18.48
2020-06-09,24.13,29.8,19.41,77.87,4.08,3.36,93.68,21.33
2020-06-10,24.58,30.18,20.22,80.73,4.36,5.71,93.57,19.93
2020-06-11,24.55,27.72,22.04,85.85,3.68,5.32,93.32,19.5
2020-06-12,25.45,30.23,22.35,82.89,4.03,5.37,93.14,16.37
2020-06-13,24.52,28.01,21.76,88.0,4.43,15.09,93.12,16.66
2020-06-14,25.34,30.31,23.13,86.77,5.09,10.06,93.25,15.48
2020-06-15,25.06,28.74,23.09,90.39,4.58,19.36,93.16,14.49
2020-06-16,24.81,28.26,22.26,87.44,3.85,11.15,93.21,12.46
2020-06-17,25.0,27.82,23.15,87.83,4.29,26.86,93.25,12.44
2020-06-18,24.8,27.49,22.85,88.98,5.71,28.39,93.42,9.2
2020-06-19,25.45,28.93,22.93,86.01,4.85,8.61,93.57,17.88
2020-06-20,25.04,28.51,23.13,86.42,4.65,1.93,93.64,19.02
2020-06-21,24.84,28.14,22.77,86.88,4.59,4.05,93.54,16.81
2020-06-22,25.06,28.74,22.75,83.74,5.07,2.17,93.4,18.84
2020-06-23,25.32,29.78,22.4,80.69,4.38,2.34,93.48,18.08
2020-06-24,25.55,30.39,21.76,80.97,3.56,1.88,93.53,22.5
2020-06-25,26.31,31.43,22.36,81.01,2.58,8.8,93.44,22.47
2020-06-26,24.34,26.42,22.64,88.63,3.36,6.56,93.41,18.02
2020-06-27,25.21,29.53,22.25,84.91,2.62,4.38,93.46,20.33
2020-06-28,25.1,28.74,22.77,86.25,2.53,10.29,93.49,16.69
2020-06-29,25.27,29.98,22.49,86.5,3.53,28.3,93.37,17.4
2020-06-30,24.09,26.76,22.64,91.76,3.65,27.34,93.29,17.73
2020-07-01,24.16,27.43,21.84,86.62,4.54,4.86,93.4,16.53
2020-07-02,24.92,29.08,21.87,86.08,5.15,8.03,93.33,16.09
2020-07-03,23.59,24.96,22.26,90.63,7.1,23.72,93.33,11.95
2020-07-04,24.19,27.06,22.44,91.69,6.84,50.41,93.15,9.72
2020-07-05,23.97,26.88,22.44,90.09,8.58,34.17,93.17,9.25
2020-07-06,24.92,27.56,23.29,88.97,9.51,24.24,93.06,13.53
2020-07-07,24.3,26.87,22.66,91.09,9.08,43.03,93.17,9.05
2020-07-08,24.38,27.85,22.05,88.1,6.32,18.7,93.44,10.35
2020-07-09,24.59,28.06,22.04,87.81,5.56,19.19,93.48,13.01
2020-07-10,24.31,27.28,22.46,90.02,5.44,17.3,93.5,15.37
2020-07-11,24.55,27.26,22.83,89.46,5.42,11.92,93.5,17.6
2020-07-12,24.18,26.93,22.14,88.73,5.17,13.83,93.51,12.67
2020-07-13,24.08,27.7,21.38,89.96,4.13,11.57,93.41,13.45
2020-07-14,24.66,27.56,22.47,89.77,5.06,19.44,93.4,12.18
2020-07-15,23.71,24.81,22.85,93.71,4.87,38.04,93.21,8.11
2020-07-16,22.8,24.78,21.35,92.12,6.16,21.53,93.08,10.18
2020-07-17,23.78,27.71,21.09,89.5,5.89,17.49,93.06,10.99
2020-07-18,24.56,28.35,21.69,89.4,5.24,7.57,93.33,14.6
2020-07-19,24.51,28.34,22.26,90.07,4.54,4.46,93.51,16.48
2020-07-20,23.96,26.65,21.96,89.45,3.25,2.27,93.41,17.43
2020-07-21,24.24,28.36,21.23,87.77,2.53,1.21,93.46,17.96
2020-07-22,24.67,27.89,22.17,89.42,2.19,4.56,93.57,18.0
2020-07-23,24.14,26.68,22.13,90.71,2.51,8.06,93.53,14.24
2020-07-24,23.78,27.26,21.62,89.43,3.16,27.69,93.6,10.91
2020-07-25,23.12,25.6,21.03,90.15,2.51,11.32,93.64,17.34
2020-07-26,23.87,27.82,21.1,88.47,3.28,17.34,93.69,18.05
2020-07-27,23.88,27.12,21.61,90.8,4.32,12.2,93.73,12.47
2020-07-28,23.81,26.4,21.68,91.92,3.54,16.54,93.61,12.09
2020-07-29,23.92,26.53,21.86,92.79,3.19,5.9,93.43,14.01
2020-07-30,24.12,27.74,21.41,88.17,2.82,6.55,93.44,17.04
2020-07-31,23.61,25.78,21.41,91.79,2.42,6.7,93.42,15.09
2020-08-01,24.21,27.04,22.04,92.35,2.85,3.93,93.36,16.87
2020-08-02,24.22,26.92,21.81,91.89,3.56,7.4,93.28,17.4
2020-08-03,24.24,26.55,22.68,93.07,4.99,30.78,93.06,13.46
2020-08-04,23.86,25.54,22.8,95.14,8.26,92.3,92.84,6.14
2020-08-05,23.85,25.62,22.53,95.28,9.46,74.93,92.63,5.77
2020-08-06,22.98,24.42,21.24,94.77,8.35,52.36,92.78,7.47
2020-08-07,24.39,26.83,22.87,91.96,8.14,23.93,93.22,10.27
2020-08-08,24.04,26.74,22.31,91.35,7.42,12.04,93.48,13.47
2020-08-09,23.85,26.47,22.27,92.12,6.41,8.23,93.4,13.94
2020-08-10,23.64,25.37,22.6,94.1,5.87,33.99,93.37,10.1
2020-08-11,23.62,26.12,22.2,92.62,6.76,15.93,93.54,9.92
2020-08-12,23.32,25.55,22.31,93.6,7.6,28.97,93.65,6.71
2020-08-13,23.19,24.28,22.46,95.73,7.51,47.0,93.46,5.81
2020-08-14,23.49,25.1,22.52,94.5,8.29,49.34,93.27,6.64
2020-08-15,23.49,25.03,22.63,94.7,8.0,42.83,93.33,6.69
2020-08-16,23.31,24.53,22.69,95.52,7.6,30.39,93.41,7.65
2020-08-17,23.06,24.31,21.92,95.75,6.64,36.92,93.37,6.89
2020-08-18,23.46,26.02,21.95,93.24,6.46,22.18,93.47,10.54
2020-08-19,23.66,26.53,22.13,92.59,5.84,14.87,93.41,12.95
2020-08-20,23.2,24.33,22.25,95.92,5.92,33.49,93.31,8.03
2020-08-21,23.28,24.67,22.24,95.25,7.0,30.88,93.45,6.86
2020-08-22,23.95,26.51,22.42,93.26,7.17,13.86,93.53,12.5
2020-08-23,23.88,26.46,22.3,92.44,6.86,8.79,93.54,13.09
2020-08-24,23.62,26.29,21.81,92.04,6.28,6.7,93.62,12.59
2020-08-25,23.49,26.8,21.4,91.73,4.7,4.22,93.82,15.48
2020-08-26,23.4,27.19,20.77,91.14,3.67,2.49,93.85,13.45
2020-08-27,22.97,26.62,21.03,92.34,4.44,3.81,93.73,15.21
2020-08-28,23.22,26.41,21.09,92.63,4.44,29.57,93.58,9.14
2020-08-29,22.91,25.03,21.65,94.58,4.52,31.88,93.55,5.01
2020-08-30,23.07,24.95,21.94,94.43,5.23,21.22,93.6,9.43
2020-08-31,23.53,26.56,21.63,92.54,4.91,13.04,93.72,13.91
2020-09-01,23.64,27.23,20.82,91.65,3.23,3.73,93.8,16.12
2020-09-02,23.73,26.75,21.12,91.1,2.55,0.66,93.73,18.8
2020-09-03,24.28,27.59,21.59,90.16,1.63,4.61,93.67,17.01
2020-09-04,25.21,28.91,21.42,86.98,2.01,3.25,93.64,18.71
2020-09-05,25.79,29.62,21.89,86.2,1.92,9.45,93.58,21.43
2020-09-06,25.84,29.84,21.99,86.29,1.7,19.17,93.53,19.99
2020-09-07,25.54,29.16,22.99,88.44,1.82,15.52,93.6,18.39
2020-09-08,24.67,27.89,22.79,92.17,2.38,5.31,93.64,16.73
2020-09-09,24.1,27.83,21.67,89.68,2.23,15.54,93.57,18.65
2020-09-10,23.64,25.63,22.53,93.92,1.53,26.21,93.36,18.22
2020-09-11,23.9,26.4,22.15,92.19,2.06,13.89,93.32,16.63
2020-09-12,24.16,27.47,21.86,90.82,2.92,15.16,93.52,11.73
2020-09-13,23.54,26.88,21.81,92.95,4.34,4.18,93.63,12.49
2020-09-14,22.52,24.8,21.14,93.37,3.66,3.76,93.61,14.29
2020-09-15,22.47,24.35,20.96,93.78,2.52,4.23,93.58,12.36
2020-09-16,22.89,25.54,21.16,93.38,2.87,5.23,93.62,11.67
2020-09-17,23.28,26.2,21.37,93.25,3.52,7.01,93.68,10.41
2020-09-18,22.7,24.38,21.46,95.11,3.51,3.23,93.58,10.01
2020-09-19,23.27,25.88,20.98,94.2,2.54,13.64,93.29,9.58
2020-09-20,23.65,25.79,21.94,93.0,1.63,14.94,93.16,14.43
2020-09-21,23.88,26.79,22.3,94.37,3.45,12.62,93.03,10.56
2020-09-22,23.46,24.9,22.33,96.61,4.02,42.42,93.15,11.02
2020-09-23,23.38,25.19,22.27,95.49,4.56,35.13,93.32,8.42
2020-09-24,24.36,28.16,21.7,92.23,2.92,4.94,93.62,11.97
2020-09-25,23.21,25.39,21.74,94.49,3.43,13.34,93.69,10.82
2020-09-26,22.48,25.33,20.45,92.65,3.05,2.46,93.69,15.77
2020-09-27,22.78,26.67,19.67,89.82,2.53,2.08,93.83,20.13
2020-09-28,23.03,27.35,19.98,89.4,2.34,0.27,93.86,17.68
2020-09-29,22.85,26.64,20.26,90.18,2.62,0.29,93.78,20.38
2020-09-30,23.09,27.45,19.67,89.81,2.67,0.36,93.7,20.93
2020-10-01,23.33,27.32,20.3,89.13,2.12,0.35,93.74,18.95
2020-10-02,23.79,27.9,20.89,88.66,1.94,2.26,93.77,16.88
2020-10-03,24.59,28.9,21.26,87.69,1.74,5.87,93.77,14.84
2020-10-04,23.97,27.0,21.89,91.49,2.7,4.37,93.8,8.88
2020-10-05,23.84,27.81,21.29,88.84,2.34,0.52,93.8,15.69
2020-10-06,22.86,27.0,20.17,88.85,1.89,0.13,93.8,20.42
2020-10-07,24.02,28.82,20.61,82.59,2.06,0.09,93.87,19.25
2020-10-08,24.45,28.87,21.31,76.5,1.71,0.23,93.82,14.94
2020-10-09,24.26,28.15,20.21,82.04,1.51,0.07,93.78,17.28
2020-10-10,24.41,27.44,22.03,86.79,1.35,15.35,93.72,14.07
2020-10-11,23.58,27.15,21.48,88.33,1.76,12.85,93.6,7.59
2020-10-12,23.38,26.76,20.52,90.08,1.97,5.32,93.42,12.38
2020-10-13,24.59,28.23,22.08,87.26,1.1,19.0,93.36,14.63
2020-10-14,23.87,26.89,22.19,92.68,2.94,28.83,93.37,8.34
2020-10-15,23.91,26.03,22.43,94.88,4.32,41.91,93.06,9.82
2020-10-16,24.04,27.66,21.31,91.24,4.42,1.27,93.2,10.85
2020-10-17,23.4,27.56,19.78,89.35,2.53,2.15,93.54,15.37
2020-10-18,23.52,27.98,20.24,90.25,1.88,5.16,93.69,17.25
2020-10-19,23.54,27.18,21.45,91.73,2.29,13.99,93.71,12.66
2020-10-20,24.55,28.73,21.31,89.38,1.41,15.14,93.68,15.1
2020-10-21,25.24,28.7,23.02,88.48,1.27,4.94,93.72,15.58
2020-10-22,24.28,26.77,22.55,93.18,1.32,13.4,93.59,15.06
2020-10-23,23.42,26.08,21.47,91.17,2.33,6.31,93.65,16.89
2020-10-24,23.42,27.59,20.86,89.17,1.7,7.74,93.8,14.84
2020-10-25,23.75,27.71,20.36,82.65,1.39,6.64,93.97,16.63
2020-10-26,22.97,27.44,19.04,88.44,2.45,1.29,94.06,13.19
2020-10-27,23.13,27.44,18.97,83.07,2.37,0.01,94.03,18.89
2020-10-28,22.71,27.74,18.1,76.03,1.86,0.0,94.09,18.77
2020-10-29,21.98,28.13,16.37,74.79,2.11,0.0,94.11,20.04
2020-10-30,22.1,28.29,16.16,72.51,2.02,0.0,94.08,20.08
2020-10-31,21.89,27.88,16.3,77.22,2.24,0.0,94.06,19.11
2020-11-01,22.61,27.76,18.48,81.48,1.87,0.0,94.14,16.78
2020-11-02,22.14,25.51,19.47,83.89,2.11,0.0,94.25,17.38
2020-11-03,21.81,27.41,17.18,79.44,3.22,0.0,94.23,18.87
2020-11-04,21.79,27.96,16.74,75.07,2.5,0.0,94.18,18.29
2020-11-05,20.65,26.74,15.55,75.69,2.82,0.0,94.21,18.98
2020-11-06,19.3,26.05,14.49,73.46,3.57,0.0,94.35,20.08
2020-11-07,20.14,27.05,13.67,80.57,3.98,0.0,94.38,17.65
2020-11-08,21.14,27.21,16.12,82.86,3.77,0.0,94.4,17.74
2020-11-09,19.4,26.58,14.09,75.8,3.4,0.0,94.29,18.89
2020-11-10,17.69,25.02,12.57,72.99,4.13,0.0,94.11,20.17
2020-11-11,17.23,24.91,11.76,73.89,4.29,0.0,94.18,19.26
2020-11-12,18.6,25.75,12.09,78.32,3.61,0.0,94.24,19.99
2020-11-13,22.15,27.36,17.73,86.6,3.31,0.0,94.2,18.65
2020-11-14,23.22,28.12,19.13,84.55,2.77,0.0,94.06,18.58
2020-11-15,22.52,28.33,17.35,80.48,2.67,0.0,94.1,17.1
2020-11-16,22.48,28.07,17.18,84.19,3.27,0.0,94.12,18.68
2020-11-17,22.62,27.11,19.05,84.24,3.11,0.0,94.04,16.31
2020-11-18,22.7,27.69,18.2,85.66,2.28,0.05,93.98,16.08
2020-11-19,23.53,27.88,20.11,83.99,2.03,0.04,94.0,16.79
2020-11-20,23.71,28.15,19.41,82.69,1.73,0.87,94.08,16.13
2020-11-21,23.44,28.15,19.54,82.04,1.99,0.29,94.14,17.14
2020-11-22,21.97,26.29,18.67,86.02,2.63,0.01,94.21,16.65
2020-11-23,22.23,27.59,18.4,84.32,1.97,0.0,94.23,16.12
2020-11-24,21.51,27.13,17.09,80.46,2.3,0.0,94.15,14.37
2020-11-25,19.9,26.35,15.44,75.83,3.79,0.0,94.09,17.69
2020-11-26,19.98,26.71,14.59,79.74,3.59,0.0,94.13,17.41
2020-11-27,20.02,25.36,16.35,83.31,5.2,0.0,94.27,16.53
2020-11-28,20.52,25.86,16.25,84.68,5.19,0.0,94.27,11.88
2020-11-29,22.04,26.95,17.95,85.47,3.44,0.0,94.27,16.45
2020-11-30,22.8,27.56,18.76,86.17,1.98,0.0,94.29,15.42
2020-12-01,22.55,27.56,18.85,85.42,2.5,0.0,94.31,15.85
2020-12-02,20.71,26.69,16.55,80.34,3.22,0.0,94.22,17.2
2020-12-03,19.25,26.35,13.79,75.77,3.47,0.0,94.16,17.6
2020-12-04,19.41,26.88,13.42,72.41,3.39,0.0,94.06,17.07
2020-12-05,19.01,26.16,13.06,70.76,3.41,0.0,94.1,17.23
2020-12-06,18.5,26.27,13.11,72.56,3.9,0.0,94.23,18.34
2020-12-07,18.4,26.68,12.36,71.42,3.75,0.0,94.36,18.48
2020-12-08,19.16,26.89,12.99,69.31,3.74,0.0,94.36,18.12
2020-12-09,20.53,26.81,14.16,75.23,2.69,0.01,94.22,14.64
2020-12-10,21.85,27.43,16.59,76.34,2.07,0.2,94.14,15.66
2020-12-11,21.32,24.77,18.58,84.83,1.39,0.64,94.15,9.94
2020-12-12,21.72,26.54,17.11,80.64,2.08,0.05,94.1,12.22
2020-12-13,21.1,25.57,16.97,79.2,1.98,1.08,94.0,7.59
2020-12-14,21.42,26.28,17.51,81.36,1.92,4.56,94.01,8.56
2020-12-15,20.86,26.42,15.93,80.68,2.37,0.16,94.17,14.92
2020-12-16,21.01,26.79,16.14,78.72,2.39,0.0,94.29,16.59
2020-12-17,20.33,26.4,15.74,80.44,2.79,0.0,94.31,15.23
2020-12-18,19.37,25.86,14.78,79.54,3.47,0.0,94.29,16.44
2020-12-19,18.53,24.88,14.51,79.17,4.24,0.0,94.37,15.68
2020-12-20,17.71,25.14,13.33,72.37,4.62,0.0,94.42,17.15
2020-12-21,16.3,24.39,11.37,63.27,4.16,0.0,94.27,17.59
2020-12-22,16.12,24.46,9.56,63.1,3.35,0.0,94.15,15.83
2020-12-23,17.36,25.23,10.16,61.56,2.65,0.0,94.05,17.91
2020-12-24,17.82,25.87,10.39,66.48,3.03,0.0,93.98,17.54
2020-12-25,18.67,26.12,13.26,73.71,3.68,0.0,94.07,16.36
2020-12-26,19.61,26.65,13.24,70.6,3.24,0.0,94.17,15.72
2020-12-27,19.72,27.51,13.79,74.86,2.41,0.0,94.14,15.8
2020-12-28,19.38,26.67,12.95,74.01,1.93,0.0,94.06,17.01
2020-12-29,19.21,26.83,12.52,72.32,2.36,0.0,94.03,16.89
2020-12-30,19.3,26.76,12.82,72.16,2.55,0.0,94.05,16.37
2020-12-31,19.62,26.68,14.45,77.59,4.15,0.0,94.09,15.02
2021-01-01,21.19,26.8,15.76,78.45,2.87,0.01,94.13,13.75
2021-01-02,21.3,26.02,17.59,82.12,2.18,0.0,94.13,13.31
2021-01-03,20.89,26.13,16.65,77.4,2.09,0.0,94.0,14.32
2021-01-04,20.77,26.09,17.16,82.8,2.39,1.07,93.98,10.78
2021-01-05,20.71,25.07,16.53,81.44,1.97,0.13,94.08,11.21
2021-01-06,21.79,26.57,17.48,80.92,1.87,0.04,94.04,15.35
2021-01-07,21.1,24.34,19.22,90.06,2.55,1.84,93.87,11.42
2021-01-08,21.87,26.55,18.36,88.65,2.41,9.98,93.79,9.28
2021-01-09,22.72,27.2,18.74,83.79,1.89,3.4,93.86,11.97
2021-01-10,23.13,27.78,19.0,78.06,2.05,0.15,94.0,14.75
2021-01-11,22.65,28.88,17.28,72.05,2.77,0.0,94.09,18.06
2021-01-12,22.55,29.48,16.57,69.67,3.23,0.0,94.17,16.53
2021-01-13,22.46,28.2,17.05,69.94,2.81,0.0,94.13,16.94
2021-01-14,22.09,28.39,16.16,67.29,2.08,0.0,94.02,16.91
2021-01-15,21.07,28.93,14.6,70.39,2.76,0.0,93.96,17.77
2021-01-16,22.1,28.9,15.92,67.05,1.78,0.0,93.84,17.3
2021-01-17,23.08,29.66,17.54,72.42,1.72,0.0,93.92,16.59
2021-01-18,23.17,29.34,18.75,76.75,1.85,0.0,94.05,16.05
2021-01-19,22.18,29.35,16.73,73.0,1.94,0.0,94.06,16.08
2021-01-20,21.62,28.95,16.82,66.92,1.88,0.0,94.15,17.68
2021-01-21,20.0,28.07,13.81,60.8,2.22,0.0,94.12,19.29
2021-01-22,20.9,28.9,13.16,57.11,2.33,0.0,94.07,17.66
2021-01-23,20.94,29.23,15.0,62.16,1.99,0.0,94.06,17.94
2021-01-24,20.72,29.05,15.6,61.77,2.17,0.0,94.13,18.9
2021-01-25,19.62,29.28,12.24,59.07,2.45,0.0,94.18,19.19
2021-01-26,19.94,28.56,14.74,55.26,1.98,0.0,94.13,19.57
2021-01-27,19.56,28.21,13.19,55.19,2.18,0.0,94.11,19.63
2021-01-28,19.74,28.33,14.36,58.04,2.2,0.0,94.16,19.4
2021-01-29,19.52,28.3,12.45,57.96,2.47,0.0,94.22,18.37
2021-01-30,20.28,28.22,13.35,60.32,2.42,0.0,94.18,17.87
2021-01-31,20.26,28.45,13.19,62.03,2.73,0.0,94.22,17.88
2021-02-01,20.04,28.23,13.77,57.53,4.0,0.0,94.38,16.63
2021-02-02,19.89,28.36,13.01,47.43,3.87,0.0,94.41,19.49
2021-02-03,19.76,28.32,11.16,44.19,3.11,0.0,94.29,19.58
2021-02-04,19.88,28.52,11.55,50.39,2.49,0.0,94.25,20.12
2021-02-05,19.49,28.15,12.93,59.21,2.62,0.0,94.18,19.88
2021-02-06,19.0,28.29,11.29,52.36,3.56,0.0,94.15,20.44
2021-02-07,19.49,28.1,12.32,50.59,3.89,0.0,94.27,19.99
2021-02-08,19.28,28.6,11.42,45.12,3.9,0.0,94.31,21.44
2021-02-09,20.0,29.3,10.59,40.62,3.15,0.0,94.23,21.85
2021-02-10,20.71,29.95,11.62,41.32,2.48,0.0,94.09,21.33
2021-02-11,21.35,30.42,12.37,42.1,2.14,0.0,93.99,20.53
2021-02-12,21.62,30.64,14.25,48.51,2.06,0.0,94.03,19.74
2021-02-13,21.34,30.43,14.84,52.11,2.18,0.0,94.12,19.99
2021-02-14,21.66,30.24,15.48,55.07,1.93,0.0,94.14,18.96
2021-02-15,21.16,29.77,15.56,57.84,2.28,0.0,94.06,19.57
2021-02-16,20.99,29.65,14.68,63.86,2.4,0.0,94.02,19.79
2021-02-17,21.68,29.69,15.1,64.87,2.08,0.02,93.98,19.24
2021-02-18,22.15,29.3,16.75,65.04,2.07,3.38,94.09,17.72
2021-02-19,20.62,26.97,16.49,69.49,4.04,5.37,94.31,15.61
2021-02-20,20.81,28.33,14.28,59.84,4.39,0.0,94.27,19.7
2021-02-21,22.51,29.49,16.57,58.6,4.31,0.0,94.28,18.71
2021-02-22,23.82,30.24,16.9,58.67,2.46,0.0,94.31,19.17
2021-02-23,24.3,31.9,17.42,55.11,1.86,0.0,94.17,20.01
2021-02-24,23.66,32.45,15.82,49.37,2.39,0.0,94.07,20.97
2021-02-25,23.43,32.55,15.98,51.85,2.61,0.0,94.09,19.99
2021-02-26,23.88,32.61,17.26,50.9,3.04,0.0,94.0,20.37
2021-02-27,24.21,33.54,17.11,43.63,3.08,0.0,93.92,22.58
2021-02-28,24.83,34.22,16.35,42.43,2.74,0.0,93.93,22.84
2021-03-01,25.69,35.18,17.15,44.11,2.57,0.0,94.13,21.61
2021-03-02,25.05,34.64,17.14,39.36,2.97,0.0,94.22,23.02
2021-03-03,25.24,34.84,16.02,31.41,3.13,0.0,94.1,24.0
2021-03-04,24.8,35.14,15.48,33.7,2.84,0.0,94.08,23.57
2021-03-05,24.81,34.87,15.71,34.3,2.75,0.0,94.16,23.6
2021-03-06,25.34,34.63,18.96,42.41,1.79,0.0,94.18,23.46
2021-03-07,25.31,34.67,18.77,39.76,2.95,0.0,94.09,23.31
2021-03-08,25.02,34.97,17.02,38.95,2.73,0.0,94.09,23.95
2021-03-09,25.54,35.4,17.18,39.67,2.59,0.0,94.09,22.57
2021-03-10,26.13,35.11,20.19,40.03,2.2,0.0,94.12,22.15
2021-03-11,25.66,35.19,18.39,41.87,3.07,0.0,94.08,22.67
2021-03-12,25.79,35.06,18.24,41.04,2.52,0.0,94.18,23.17
2021-03-13,26.64,35.36,18.78,36.98,2.89,0.0,94.16,23.51
2021-03-14,26.84,35.76,19.1,38.02,2.39,0.0,94.01,23.78
2021-03-15,26.55,35.95,19.17,36.61,2.66,0.0,93.95,23.16
2021-03-16,26.75,35.7,19.83,36.29,2.77,0.0,93.98,22.98
2021-03-17,26.96,35.9,19.38,36.03,2.69,0.0,93.88,19.69
2021-03-18,26.92,34.56,21.06,38.49,2.58,0.0,93.9,19.53
2021-03-19,26.14,35.11,19.81,38.23,3.27,0.0,93.93,21.14
2021-03-20,25.97,35.3,19.02,39.68,2.98,0.02,93.8,22.73
2021-03-21,26.63,35.28,20.83,40.25,2.54,0.07,93.78,22.32
2021-03-22,26.16,33.16,21.06,47.35,1.85,2.57,93.98,20.32
2021-03-23,27.64,35.85,20.48,44.12,2.84,0.09,93.99,18.14
2021-03-24,28.63,36.02,23.0,39.24,2.45,0.02,94.04,21.97
2021-03-25,28.18,36.8,20.6,34.24,3.05,1.25,93.96,22.51
2021-03-26,28.03,37.56,19.54,29.86,2.71,0.0,93.91,23.76
2021-03-27,28.3,38.34,19.13,27.69,3.07,0.0,93.84,24.2
2021-03-28,28.43,38.12,19.67,28.94,2.33,0.0,93.81,24.62
2021-03-29,28.73,39.05,20.39,31.78,2.64,0.0,93.79,25.19
2021-03-30,27.14,36.87,19.51,38.76,3.59,0.0,93.77,25.56
2021-03-31,26.81,37.47,17.87,35.76,3.33,0.0,93.68,27.87
2021-04-01,26.5,36.61,18.64,51.54,3.33,0.0,93.64,26.84
2021-04-02,26.15,36.7,17.89,56.2,3.16,0.0,93.68,27.07
2021-04-03,26.61,37.3,18.54,57.69,2.84,0.0,93.74,26.65
2021-04-04,27.39,37.32,19.56,56.21,3.45,0.0,93.93,26.14
2021-04-05,28.78,38.95,20.43,44.24,3.31,0.0,93.92,25.78
2021-04-06,29.77,39.97,21.0,36.01,2.93,0.0,93.88,26.09
2021-04-07,29.77,39.47,21.58,29.61,3.5,0.0,93.94,24.68
2021-04-08,28.83,38.13,20.97,37.78,2.93,0.0,93.83,15.76
2021-04-09,28.85,35.89,22.44,40.38,1.71,0.11,93.79,23.36
2021-04-10,29.39,36.71,23.36,34.69,1.73,0.09,93.87,19.84
2021-04-11,29.34,36.73,22.68,40.46,2.37,0.83,94.03,20.79
2021-04-12,29.66,36.12,22.88,41.91,1.34,1.28,94.1,21.59
2021-04-13,29.31,34.24,25.33,46.03,0.67,5.59,94.08,20.4
