date,T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,PS,ALLSKY_SFC_SW_DWN
1990-01-01,20.48,29.05,14.51,54.17,2.78,0.01,94.12,17.0
1990-01-02,19.41,28.44,12.66,56.17,2.9,0.01,94.08,17.69
1990-01-03,20.9,28.91,13.08,59.03,2.69,0.0,94.14,17.86
1990-01-04,22.54,28.64,17.78,68.99,2.69,0.0,94.33,16.87
1990-01-05,23.25,29.61,18.33,62.56,2.3,0.0,94.43,17.48
1990-01-06,22.09,29.83,15.27,53.83,2.71,0.0,94.44,17.88
1990-01-07,21.21,29.85,14.17,49.43,3.69,0.0,94.41,16.88
1990-01-08,21.16,29.61,13.88,46.2,3.78,0.0,94.43,17.73
1990-01-09,22.45,30.09,15.08,55.2,2.7,0.0,94.34,16.73
1990-01-10,22.38,30.88,16.06,51.88,2.97,0.0,94.3,17.41
1990-01-11,21.27,30.37,13.86,42.87,3.12,0.0,94.34,18.08
1990-01-12,20.76,31.17,12.94,33.05,4.19,0.0,94.31,20.2
1990-01-13,20.95,31.39,12.24,37.22,2.61,0.0,94.23,18.64
1990-01-14,20.76,31.45,12.71,38.43,2.52,0.0,94.13,19.6
1990-01-15,20.31,31.21,11.96,38.81,2.97,0.0,94.25,20.27
1990-01-16,20.91,31.83,12.05,35.85,3.11,0.0,94.22,17.9
1990-01-17,21.42,31.35,12.55,32.91,2.93,0.0,94.11,17.33
1990-01-18,21.41,31.81,11.52,31.89,2.56,0.0,94.19,18.39
1990-01-19,21.07,32.12,11.82,28.51,3.72,0.0,94.27,18.67
1990-01-20,20.83,31.98,11.88,24.4,4.1,0.0,94.26,20.42
1990-01-21,21.4,32.13,12.35,28.48,3.38,0.0,94.17,20.04
1990-01-22,21.62,32.44,13.41,30.5,4.23,0.0,94.17,19.41
1990-01-23,22.34,32.73,14.29,28.58,4.27,0.0,94.29,20.34
1990-01-24,22.04,32.84,13.11,31.38,3.88,0.0,94.3,20.63
1990-01-25,23.32,33.31,14.13,27.88,3.44,0.0,94.32,18.68
1990-01-26,22.98,33.59,13.49,27.86,2.76,0.0,94.33,19.08
1990-01-27,22.94,33.28,15.39,31.37,2.5,0.0,94.26,18.67
1990-01-28,22.53,33.22,14.93,32.79,2.59,0.0,94.19,19.11
1990-01-29,22.55,33.77,12.94,31.88,2.65,0.0,94.22,20.18
1990-01-30,23.04,33.94,13.89,31.5,2.72,0.0,94.28,21.27
1990-01-31,23.0,33.87,14.16,30.94,2.82,0.0,94.28,20.16
1990-02-01,22.41,32.78,14.58,30.31,3.32,0.0,94.2,21.65
1990-02-02,21.7,32.04,13.48,35.03,2.58,0.0,94.22,21.05
1990-02-03,22.75,33.61,13.45,30.07,2.68,0.0,94.32,20.61
1990-02-04,22.45,33.64,13.64,26.69,3.01,0.0,94.28,19.93
1990-02-05,22.87,34.1,14.45,26.45,2.74,0.0,94.16,19.44
1990-02-06,23.39,33.95,13.6,24.53,3.77,0.0,94.23,19.89
1990-02-07,24.08,33.31,14.99,30.62,3.43,0.0,94.36,19.9
1990-02-08,23.95,32.87,15.26,35.71,2.37,0.0,94.31,20.0
1990-02-09,24.5,32.64,16.62,36.56,1.64,0.0,94.15,19.78
1990-02-10,24.9,33.96,16.65,40.59,3.19,0.0,94.17,21.1
1990-02-11,26.16,33.94,19.01,40.53,3.59,0.0,94.31,21.86
1990-02-12,24.92,34.14,16.9,42.93,3.26,0.0,94.3,21.55
1990-02-13,24.77,33.41,18.84,48.81,3.13,0.0,94.23,21.26
1990-02-14,23.49,32.96,17.22,49.62,3.24,0.0,94.11,21.25
1990-02-15,21.3,31.19,14.15,55.41,3.69,0.0,94.06,21.65
1990-02-16,20.66,31.19,12.8,40.19,3.44,0.0,93.99,21.35
1990-02-17,20.67,30.45,13.89,51.16,3.35,0.0,94.01,21.23
1990-02-18,20.25,28.55,13.58,63.6,4.09,0.0,93.99,19.96
1990-02-19,18.61,29.24,10.22,39.56,3.45,0.0,94.02,21.82
1990-02-20,18.72,29.03,10.87,44.33,3.39,0.0,94.02,22.12
1990-02-21,19.59,30.02,11.7,42.62,3.35,0.0,93.98,22.39
1990-02-22,20.32,30.94,12.22,38.82,3.37,0.0,93.91,22.49
1990-02-23,21.03,31.98,12.21,44.36,3.35,0.0,93.8,21.29
1990-02-24,20.65,30.67,12.08,56.26,3.62,0.0,93.86,21.84
1990-02-25,21.4,31.62,14.06,59.39,3.85,0.0,93.96,22.07
1990-02-26,22.23,32.76,13.75,56.85,3.64,0.0,93.94,21.88
1990-02-27,22.73,32.24,15.99,50.52,3.73,0.0,93.91,21.66
1990-02-28,22.91,30.88,17.11,73.03,4.71,0.53,94.07,18.12
1990-03-01,21.63,30.31,15.17,63.18,3.98,0.06,94.15,22.45
1990-03-02,20.04,30.9,12.12,38.37,3.62,0.6,93.88,23.63
1990-03-03,20.17,30.73,12.75,41.19,3.09,0.0,93.83,22.76
1990-03-04,19.65,28.7,12.55,58.57,3.62,0.0,93.91,22.57
1990-03-05,19.68,28.53,13.25,64.62,3.8,0.0,93.94,22.16
1990-03-06,21.06,31.4,12.72,55.34,3.49,0.0,94.07,21.83
1990-03-07,22.21,32.58,15.21,48.98,2.95,0.0,94.28,22.27
1990-03-08,21.8,32.48,13.7,50.2,2.97,0.0,94.28,23.01
1990-03-09,23.15,34.35,14.12,49.2,2.55,0.0,94.18,24.64
1990-03-10,23.68,35.84,14.48,43.41,3.64,0.0,94.15,24.62
1990-03-11,22.57,31.68,16.47,61.53,3.93,0.0,94.31,23.56
1990-03-12,22.86,34.3,14.93,60.29,2.92,0.0,94.21,24.15
1990-03-13,24.58,36.33,14.88,55.94,2.67,0.0,94.13,23.46
1990-03-14,25.44,36.73,16.12,52.35,2.63,0.0,94.2,23.27
1990-03-15,25.53,36.44,16.12,50.14,2.54,0.0,94.24,23.07
1990-03-16,26.74,37.2,17.39,32.58,2.71,0.0,94.14,23.37
1990-03-17,27.28,37.95,17.57,21.42,3.0,0.0,94.15,22.87
1990-03-18,28.19,37.42,19.12,32.21,2.27,0.0,94.18,19.35
1990-03-19,29.22,37.7,21.8,31.92,1.62,0.0,94.13,21.84
1990-03-20,29.14,37.28,22.89,31.19,2.5,0.0,94.05,22.92
1990-03-21,29.13,38.66,22.01,30.18,2.7,0.0,93.95,23.49
1990-03-22,27.64,37.02,20.48,34.6,3.75,0.0,94.01,24.34
1990-03-23,24.54,33.6,17.77,49.54,4.72,0.0,94.02,23.83
1990-03-24,22.39,31.85,15.74,50.11,4.43,0.0,93.97,24.2
1990-03-25,23.13,34.69,13.57,38.22,2.57,0.0,93.89,25.17
1990-03-26,23.48,33.53,15.37,49.01,3.31,0.0,93.87,22.83
1990-03-27,23.96,34.1,16.04,60.19,4.22,0.0,93.88,24.17
1990-03-28,24.92,33.36,18.39,62.38,4.37,0.0,93.97,23.69
1990-03-29,26.26,36.42,17.32,48.69,4.04,0.0,94.01,24.51
1990-03-30,26.19,35.45,18.39,39.85,3.94,0.0,94.02,24.75
1990-03-31,25.71,35.56,17.14,34.25,4.02,0.0,94.01,24.1
1990-04-01,25.16,35.91,16.24,31.89,3.9,0.0,93.96,24.37
1990-04-02,26.33,38.23,16.71,34.2,3.41,0.0,93.85,24.91
1990-04-03,27.15,38.49,18.09,29.03,3.75,0.0,93.95,23.95
1990-04-04,27.06,38.58,18.15,27.34,3.58,0.0,93.84,24.32
1990-04-05,27.08,38.13,19.2,42.08,2.93,0.0,93.72,25.99
1990-04-06,25.86,37.25,17.2,50.27,3.34,0.0,93.75,26.79
1990-04-07,26.46,38.42,16.65,49.73,3.1,0.0,93.91,25.95
1990-04-08,27.49,38.25,18.09,49.86,3.87,0.0,93.91,25.68
1990-04-09,26.93,37.62,18.32,41.02,4.18,0.0,93.66,26.74
1990-04-10,27.09,39.18,16.98,38.0,3.42,0.0,93.54,26.66
1990-04-11,27.82,39.63,18.38,43.72,3.33,0.0,93.66,25.55
1990-04-12,28.26,40.35,18.69,46.7,3.64,0.0,93.75,25.12
1990-04-13,27.01,37.54,18.24,52.39,4.41,0.0,93.77,23.0
1990-04-14,27.12,37.67,17.84,48.11,4.29,0.0,93.71,26.34
1990-04-15,27.29,38.42,18.1,43.48,3.99,0.0,93.62,27.18
1990-04-16,27.59,39.59,18.01,41.56,3.59,0.0,93.67,26.58
1990-04-17,27.95,39.52,17.73,48.11,4.04,0.0,93.78,26.55
1990-04-18,29.17,40.87,19.45,47.91,4.42,0.0,93.7,27.87
1990-04-19,27.85,38.77,19.07,49.89,4.31,0.01,93.74,26.62
1990-04-20,26.86,37.57,17.9,47.39,4.97,0.0,93.83,25.41
1990-04-21,26.21,37.18,17.26,48.27,3.93,0.0,93.92,24.93
1990-04-22,27.22,38.49,17.74,43.43,3.69,0.0,94.03,24.76
1990-04-23,28.57,39.99,17.58,32.26,3.97,0.0,94.01,26.83
1990-04-24,31.17,41.61,20.96,24.68,3.72,0.0,93.78,27.77
1990-04-25,31.75,42.58,22.9,26.93,3.7,0.0,93.69,27.43
1990-04-26,29.8,40.26,21.52,49.76,3.93,0.0,93.78,27.12
1990-04-27,29.9,40.91,21.55,47.86,3.87,0.03,93.79,28.23
1990-04-28,29.31,37.22,22.54,39.87,3.51,0.02,93.8,26.13
1990-04-29,28.53,37.84,20.5,44.64,4.11,0.0,93.69,23.95
1990-04-30,28.4,39.62,20.35,53.02,4.21,0.01,93.69,24.69
1990-05-01,27.88,38.5,20.41,54.19,3.98,0.0,93.72,24.44
1990-05-02,28.29,39.08,19.29,51.22,3.29,0.0,93.72,26.13
1990-05-03,29.24,39.83,20.99,53.06,4.39,0.0,93.68,24.89
1990-05-04,29.06,38.81,21.58,53.14,4.05,0.0,93.64,25.97
1990-05-05,29.66,39.07,22.03,51.07,4.03,0.0,93.62,27.48
1990-05-06,30.27,39.32,22.44,51.61,3.45,0.48,93.66,25.39
1990-05-07,30.93,39.77,23.5,47.38,4.17,4.73,93.58,26.32
1990-05-08,32.04,39.46,26.3,38.5,2.39,0.7,93.38,21.18
1990-05-09,31.92,39.99,24.68,39.58,3.85,1.79,93.12,24.24
1990-05-10,30.46,36.33,24.33,48.57,4.74,0.8,93.1,20.97
1990-05-11,29.13,37.66,23.38,56.81,5.38,0.75,93.25,22.31
1990-05-12,27.64,34.08,22.72,61.48,6.08,0.25,93.37,23.11
1990-05-13,26.44,32.79,22.35,65.79,5.91,0.32,93.47,26.61
1990-05-14,27.06,34.63,22.1,61.95,6.15,0.14,93.54,25.55
1990-05-15,27.5,35.51,22.18,61.85,5.85,0.0,93.59,26.15
1990-05-16,27.52,35.31,22.56,62.37,5.87,0.0,93.58,24.06
1990-05-17,27.77,34.79,22.73,63.89,5.29,0.97,93.5,22.24
1990-05-18,28.56,37.13,22.5,59.77,4.81,0.04,93.57,15.59
1990-05-19,28.28,35.74,23.42,60.39,4.2,4.62,93.54,22.84
1990-05-20,26.55,31.49,23.25,71.96,4.45,1.51,93.56,22.21
1990-05-21,26.39,32.14,22.97,71.75,3.83,3.6,93.53,23.21
1990-05-22,25.34,30.13,22.56,77.39,4.41,4.63,93.57,16.05
1990-05-23,26.67,33.69,22.66,73.34,4.67,1.1,93.67,23.11
1990-05-24,27.2,33.62,23.01,70.97,4.03,0.08,93.75,24.56
1990-05-25,28.33,35.76,23.22,67.06,2.94,1.38,93.68,23.47
1990-05-26,27.83,33.91,23.63,69.85,3.37,0.42,93.72,14.18
1990-05-27,26.06,29.78,23.77,80.0,4.02,23.66,93.72,14.43
1990-05-28,25.6,30.17,23.23,81.43,4.61,6.17,93.63,17.13
1990-05-29,25.02,29.46,22.84,83.33,4.05,11.58,93.47,10.25
1990-05-30,23.77,26.82,22.1,87.4,4.21,18.08,93.25,12.39
1990-05-31,23.92,26.71,22.05,85.05,5.36,21.74,93.32,12.55
1990-06-01,23.3,25.97,20.98,88.73,3.84,27.35,93.5,24.51
1990-06-02,24.62,29.59,20.68,81.83,4.24,4.5,93.48,21.11
1990-06-03,25.65,30.69,22.42,81.64,4.86,3.02,93.37,21.08
1990-06-04,24.77,27.69,23.07,86.39,4.41,5.06,93.48,12.12
1990-06-05,25.18,29.62,22.32,82.36,4.9,13.98,93.46,13.48
1990-06-06,25.02,30.28,21.56,78.88,4.6,3.1,93.54,21.12
1990-06-07,25.09,30.82,20.75,77.62,3.92,0.46,93.65,21.95
1990-06-08,24.68,29.59,21.53,80.42,4.41,0.27,93.66,16.41
1990-06-09,24.62,28.81,22.2,82.45,4.94,17.39,93.62,12.38
1990-06-10,24.83,28.79,21.83,83.07,3.51,6.31,93.55,18.29
1990-06-11,24.71,28.7,21.88,86.86,4.09,67.25,93.48,20.93
1990-06-12,24.38,28.57,21.89,87.1,4.66,16.41,93.44,13.22
1990-06-13,24.89,28.63,22.35,85.12,5.41,17.29,93.42,18.53
1990-06-14,25.14,29.39,22.5,83.85,5.39,11.38,93.5,16.18
1990-06-15,24.91,28.37,22.5,85.02,5.77,1.11,93.57,10.01
1990-06-16,24.69,28.04,22.88,85.3,6.22,3.53,93.48,8.41
1990-06-17,24.83,28.55,22.72,85.67,7.86,19.11,93.37,13.47
1990-06-18,24.87,28.44,22.81,85.8,7.66,8.92,93.41,7.88
1990-06-19,24.23,27.44,22.46,86.03,6.11,3.91,93.31,12.12
1990-06-20,23.99,27.2,22.05,85.97,5.52,0.97,93.4,16.94
1990-06-21,23.98,27.13,21.74,86.21,5.17,0.48,93.48,18.22
1990-06-22,24.58,28.6,22.22,84.7,6.05,0.42,93.35,16.65
1990-06-23,24.76,29.04,22.25,82.99,6.57,1.28,93.41,14.15
1990-06-24,24.56,28.15,22.48,83.69,7.18,2.23,93.49,11.9
1990-06-25,24.88,28.47,22.67,84.6,7.87,8.42,93.39,8.54
1990-06-26,24.74,28.02,22.99,86.84,6.93,12.54,93.27,8.67
1990-06-27,24.79,27.79,22.97,87.37,7.21,18.83,93.2,9.93
1990-06-28,24.27,26.62,23.15,90.0,7.17,20.28,93.25,7.18
1990-06-29,23.77,25.26,22.69,92.37,7.51,26.53,93.28,8.68
1990-06-30,24.49,27.74,22.93,88.08,8.39,14.5,93.29,9.46
1990-07-01,24.41,27.68,22.65,87.23,8.3,10.17,93.25,15.24
1990-07-02,23.93,26.95,22.29,89.46,8.91,2.93,93.2,9.97
1990-07-03,23.63,25.32,22.84,88.91,10.08,10.2,93.23,5.62
1990-07-04,23.94,26.82,22.26,88.76,9.28,29.51,93.32,12.56
1990-07-05,24.39,28.19,22.02,86.31,8.69,8.46,93.33,12.4
1990-07-06,24.27,28.68,21.93,86.39,6.14,1.61,93.47,11.47
1990-07-07,24.12,28.28,21.6,86.39,4.72,0.56,93.56,23.77
1990-07-08,23.31,26.2,21.56,87.37,5.5,3.21,93.66,9.06
1990-07-09,23.57,26.73,21.43,87.56,7.74,10.73,93.54,10.81
1990-07-10,23.7,26.88,21.65,87.53,7.94,10.66,93.54,11.71
1990-07-11,23.9,27.09,22.0,87.4,8.58,5.49,93.61,13.59
1990-07-12,23.8,27.12,21.8,86.99,8.54,8.07,93.61,7.52
1990-07-13,23.52,26.62,21.68,88.15,7.75,7.58,93.58,13.76
1990-07-14,23.74,26.83,21.86,87.97,7.35,7.59,93.57,10.97
1990-07-15,23.53,26.28,21.55,88.16,6.84,9.7,93.6,9.67
1990-07-16,23.48,26.37,22.25,90.68,7.93,11.52,93.48,8.37
1990-07-17,23.57,26.13,22.03,90.3,8.67,49.3,93.39,8.72
1990-07-18,23.55,26.69,21.83,88.69,7.74,22.65,93.35,10.7
1990-07-19,23.93,27.6,21.62,87.47,7.82,7.34,93.4,11.41
1990-07-20,23.22,25.19,22.16,91.37,8.06,21.13,93.47,7.68
1990-07-21,23.01,24.87,22.15,92.65,8.16,32.85,93.49,7.08
1990-07-22,22.77,25.13,21.51,91.73,8.16,12.87,93.53,9.21
1990-07-23,22.77,25.48,21.53,91.84,7.06,2.99,93.49,8.69
1990-07-24,22.23,23.38,21.58,94.86,7.35,65.3,93.46,6.68
1990-07-25,23.0,26.13,21.09,91.05,7.82,49.12,93.56,12.3
1990-07-26,22.72,26.22,20.68,90.03,7.36,18.59,93.51,14.54
1990-07-27,22.9,26.44,20.68,89.22,6.95,2.72,93.43,12.31
1990-07-28,22.88,26.22,20.7,89.18,7.15,1.78,93.49,14.31
1990-07-29,23.15,27.12,20.89,88.72,5.87,2.83,93.55,13.94
1990-07-30,23.32,27.05,21.01,89.02,5.93,2.48,93.59,11.37
1990-07-31,23.32,27.33,20.99,88.78,6.27,1.87,93.5,10.38
1990-08-01,23.3,27.33,20.98,88.87,5.82,1.65,93.49,9.02
1990-08-02,23.39,26.85,21.07,88.67,5.8,1.71,93.57,8.29
1990-08-03,23.26,27.01,20.84,88.95,5.77,12.11,93.6,15.29
1990-08-04,23.17,26.74,21.07,89.23,5.21,12.81,93.61,11.99
1990-08-05,23.3,27.0,20.73,88.83,5.21,6.93,93.6,13.56
1990-08-06,23.14,26.86,20.9,88.92,5.35,5.85,93.56,12.75
1990-08-07,23.04,26.53,20.68,89.74,5.05,2.25,93.59,11.04
1990-08-08,22.98,26.33,21.33,90.61,5.34,3.15,93.57,8.48
1990-08-09,23.06,26.0,21.12,90.75,4.88,8.24,93.53,9.07
1990-08-10,22.94,25.43,21.19,92.41,4.19,17.14,93.44,13.1
1990-08-11,22.72,25.87,21.26,91.45,5.51,13.49,93.55,12.21
1990-08-12,22.98,25.74,21.5,91.65,7.08,12.11,93.52,9.67
1990-08-13,22.95,25.49,21.33,92.02,7.73,19.91,93.46,5.54
1990-08-14,22.88,25.07,21.5,91.82,7.44,31.42,93.51,15.11
1990-08-15,22.93,24.79,21.76,94.12,6.1,44.78,93.46,8.68
1990-08-16,22.76,24.37,21.71,94.46,6.94,35.31,93.33,4.36
1990-08-17,21.85,22.95,20.86,95.3,9.24,76.04,93.31,6.91
1990-08-18,22.18,24.31,20.91,93.91,9.52,32.95,93.34,8.37
1990-08-19,22.1,24.19,20.9,94.38,7.8,18.74,93.36,9.97
1990-08-20,21.77,23.15,20.83,95.2,7.86,9.07,93.43,9.65
1990-08-21,22.55,24.76,21.38,93.57,7.23,6.12,93.52,10.03
1990-08-22,22.59,24.91,21.4,94.09,6.62,7.21,93.47,8.31
1990-08-23,22.87,24.89,21.58,94.06,7.66,9.61,93.44,6.42
1990-08-24,23.26,25.89,21.5,92.6,8.39,25.98,93.53,11.38
1990-08-25,23.14,26.18,21.43,91.72,7.26,16.66,93.7,18.23
1990-08-26,22.91,25.71,21.17,91.88,6.58,9.43,93.74,10.19
1990-08-27,23.37,27.13,21.25,90.6,5.7,5.15,93.67,11.56
1990-08-28,22.89,26.3,21.06,91.2,5.22,5.25,93.7,12.09
1990-08-29,22.7,25.97,20.9,91.83,5.34,3.57,93.62,11.48
1990-08-30,22.53,25.22,20.92,91.93,5.79,3.52,93.51,8.51
1990-08-31,22.22,24.96,20.82,93.11,5.68,3.51,93.51,13.67
1990-09-01,22.93,25.96,21.01,90.59,5.75,1.98,93.58,18.88
1990-09-02,22.71,25.78,20.75,91.42,5.36,3.28,93.72,13.81
1990-09-03,22.62,26.06,20.37,91.71,5.09,4.18,93.6,14.08
1990-09-04,22.87,25.72,20.91,93.06,5.59,3.95,93.54,9.97
1990-09-05,23.16,25.61,21.69,92.21,6.2,15.28,93.44,4.8
1990-09-06,23.04,24.72,21.5,94.09,5.35,24.65,93.49,14.35
1990-09-07,23.05,26.57,21.03,91.68,4.64,10.96,93.65,13.63
1990-09-08,22.79,26.19,20.43,90.9,3.93,3.75,93.81,17.17
1990-09-09,22.46,25.78,20.19,90.82,4.22,1.99,93.78,17.25
1990-09-10,22.42,26.09,19.94,90.99,4.07,1.1,93.77,16.33
1990-09-11,21.98,25.21,19.81,91.21,3.91,1.32,93.78,22.99
1990-09-12,21.92,24.32,19.8,91.94,4.27,2.08,93.68,11.72
1990-09-13,21.95,25.92,19.5,89.84,3.82,0.89,93.69,16.81
1990-09-14,22.12,26.43,18.73,89.27,3.24,0.12,93.77,19.68
1990-09-15,21.75,25.14,19.44,91.33,2.92,1.25,93.86,18.05
1990-09-16,22.25,26.53,18.92,89.6,3.3,2.76,93.82,18.81
1990-09-17,22.07,26.37,18.96,89.06,3.25,0.78,93.79,14.34
1990-09-18,21.44,26.09,17.76,88.02,3.14,0.39,93.73,13.77
1990-09-19,21.77,26.17,18.48,87.68,3.12,0.61,93.68,19.56
1990-09-20,21.98,26.99,18.06,89.04,3.21,4.63,93.66,21.7
1990-09-21,22.72,27.56,19.63,88.88,3.41,3.54,93.72,18.63
1990-09-22,22.83,27.37,19.4,88.86,3.15,1.48,93.78,16.63
1990-09-23,22.82,26.93,19.87,89.1,3.62,0.45,93.75,14.64
1990-09-24,22.68,26.5,20.57,91.4,4.27,12.37,93.68,5.69
1990-09-25,21.68,23.43,20.54,94.02,4.63,13.0,93.8,5.72
1990-09-26,22.1,25.13,20.3,93.18,3.73,20.21,93.91,9.78
1990-09-27,22.65,26.47,20.14,90.58,4.05,7.06,93.9,20.54
1990-09-28,22.89,26.79,20.45,90.35,3.77,1.85,93.82,15.02
1990-09-29,22.78,26.61,20.41,90.37,3.8,4.18,93.79,17.55
1990-09-30,22.5,26.48,19.83,90.31,3.48,8.09,93.85,14.5
1990-10-01,22.69,26.97,19.56,88.14,2.87,1.41,93.91,18.33
1990-10-02,22.69,26.6,19.62,89.0,2.78,2.99,93.93,17.29
1990-10-03,22.59,26.74,19.55,89.12,3.29,1.23,93.95,19.84
1990-10-04,21.7,26.61,18.25,87.44,2.9,0.73,93.95,20.42
1990-10-05,22.1,27.08,18.4,86.99,2.02,1.89,93.9,18.78
1990-10-06,22.84,27.54,19.3,88.43,3.05,3.73,93.81,18.91
1990-10-07,22.89,26.16,20.84,90.56,3.36,2.48,93.69,19.17
1990-10-08,22.88,27.0,19.89,88.85,2.77,1.55,93.67,12.15
1990-10-09,22.71,25.88,20.96,92.97,3.96,32.32,93.75,4.67
1990-10-10,22.45,24.74,20.91,93.68,5.48,33.52,93.85,9.18
1990-10-11,22.67,26.56,20.1,91.19,3.61,30.71,94.03,7.94
1990-10-12,22.31,27.22,18.69,87.55,2.1,9.24,94.03,14.97
1990-10-13,22.61,27.81,18.98,85.65,1.63,4.37,93.92,14.98
1990-10-14,23.24,28.3,19.3,85.37,2.8,0.52,93.97,17.5
1990-10-15,23.29,28.66,19.24,81.83,4.14,0.0,94.1,21.8
1990-10-16,21.94,27.81,17.51,79.4,4.23,0.5,94.09,22.59
1990-10-17,21.05,27.76,15.12,73.26,3.65,0.0,94.02,22.9
1990-10-18,21.18,28.02,15.63,73.85,3.9,0.0,94.11,21.72
1990-10-19,21.04,28.0,15.33,73.24,3.74,0.0,94.07,21.73
1990-10-20,21.97,28.2,16.85,76.64,3.58,0.0,93.95,20.57
1990-10-21,22.33,28.09,18.04,78.77,3.71,0.0,94.01,20.89
1990-10-22,22.26,27.98,17.59,80.6,4.17,0.0,94.02,20.44
1990-10-23,22.63,27.79,18.44,84.71,3.85,0.0,93.96,17.58
1990-10-24,23.14,28.12,19.01,85.38,4.37,0.0,93.95,20.89
1990-10-25,22.62,25.61,20.52,89.05,3.76,1.66,93.97,14.68
1990-10-26,22.42,26.07,20.14,89.8,3.5,4.49,94.02,6.19
1990-10-27,21.71,25.11,19.64,91.46,3.53,17.03,94.09,15.26
1990-10-28,22.36,26.75,19.38,87.19,3.86,1.94,94.12,17.13
1990-10-29,22.99,27.5,19.82,85.69,3.53,1.51,94.2,18.42
1990-10-30,22.96,28.38,18.88,82.9,2.61,0.06,94.17,19.34
1990-10-31,23.1,27.93,18.91,82.54,2.6,1.24,94.05,17.6
1990-11-01,22.52,26.61,19.75,88.96,2.49,14.47,93.94,20.96
1990-11-02,21.0,26.76,16.86,79.99,4.26,0.02,93.99,21.08
1990-11-03,19.04,25.7,14.61,75.87,4.35,0.0,93.9,21.14
1990-11-04,19.02,25.96,14.29,77.25,3.2,0.0,93.81,20.96
1990-11-05,20.25,26.54,14.47,72.2,2.42,0.0,93.81,20.97
1990-11-06,21.28,27.29,16.56,85.29,2.29,0.0,93.9,19.01
1990-11-07,21.7,26.89,18.04,82.57,1.62,0.0,94.03,18.14
1990-11-08,20.56,26.27,16.55,82.48,1.8,0.0,94.1,18.29
1990-11-09,19.56,26.03,14.9,77.75,2.25,0.0,94.25,17.26
1990-11-10,20.12,27.02,14.14,76.71,2.52,0.0,94.29,16.91
1990-11-11,19.03,25.89,13.69,71.88,3.09,0.0,94.2,20.77
1990-11-12,18.02,25.07,13.03,71.94,3.67,0.0,94.25,20.93
1990-11-13,18.34,25.78,11.23,72.7,3.78,0.0,94.35,20.45
1990-11-14,21.45,27.29,16.53,85.09,3.67,0.0,94.36,19.42
1990-11-15,21.92,26.81,18.6,88.01,4.16,0.0,94.21,9.31
1990-11-16,22.72,27.5,19.26,86.27,3.77,0.0,94.13,17.41
1990-11-17,23.22,27.62,19.53,85.93,2.55,0.0,94.1,12.18
1990-11-18,23.0,26.92,20.12,87.62,1.95,0.0,94.04,9.25
1990-11-19,21.67,25.94,17.71,81.98,2.96,0.0,94.13,19.26
1990-11-20,22.45,27.82,18.17,81.57,2.32,0.0,94.18,19.61
1990-11-21,21.43,27.61,16.93,76.45,3.61,0.0,94.28,20.46
1990-11-22,20.3,26.73,15.6,78.19,4.07,0.0,94.3,20.46
1990-11-23,20.61,27.13,14.47,79.65,3.7,0.0,94.28,19.06
1990-11-24,22.23,27.87,17.66,80.72,3.73,0.0,94.24,18.19
1990-11-25,22.27,26.97,18.66,84.18,3.17,0.0,94.23,17.08
1990-11-26,22.6,27.8,19.27,83.11,3.86,0.0,94.24,17.51
1990-11-27,22.05,26.6,19.56,81.72,4.19,0.0,94.31,15.11
1990-11-28,22.79,28.17,18.06,77.5,3.27,0.0,94.22,16.95
1990-11-29,23.08,28.83,18.66,78.66,2.56,0.0,94.13,18.62
1990-11-30,22.73,28.03,18.61,80.91,1.9,0.0,94.11,18.66
1990-12-01,22.62,28.57,17.93,76.37,1.83,0.0,94.04,18.76
1990-12-02,22.09,28.04,17.37,76.6,2.24,0.0,94.1,18.26
1990-12-03,22.12,28.2,17.39,75.84,3.23,0.0,94.31,17.55
1990-12-04,20.44,24.82,17.44,80.64,4.59,0.0,94.53,16.39
1990-12-05,20.31,26.18,16.96,77.94,4.71,0.0,94.58,15.64
1990-12-06,20.14,25.85,15.99,81.62,4.13,0.0,94.49,17.52
1990-12-07,20.52,26.1,16.73,79.56,3.22,0.0,94.43,18.1
1990-12-08,21.43,28.12,15.84,75.96,2.71,0.0,94.31,17.22
1990-12-09,20.4,26.85,16.04,81.76,3.04,0.0,94.24,18.75
1990-12-10,19.64,26.65,14.35,77.09,2.27,0.0,94.2,18.41
1990-12-11,20.51,27.55,14.48,71.46,3.35,0.0,94.36,17.78
1990-12-12,20.38,26.85,15.88,74.29,4.35,0.0,94.47,15.74
1990-12-13,19.49,26.45,14.26,67.27,3.27,0.0,94.35,17.03
1990-12-14,18.77,26.45,12.53,64.11,2.61,0.0,94.18,16.68
1990-12-15,18.44,26.45,11.98,72.48,2.69,0.0,94.13,17.12
1990-12-16,18.82,26.2,12.83,77.43,2.62,0.0,94.11,17.34
1990-12-17,18.91,26.24,13.58,76.98,1.95,0.0,94.06,16.04
1990-12-18,18.62,26.4,13.34,68.74,4.11,0.0,94.13,17.99
1990-12-19,18.23,26.11,12.31,63.36,3.83,0.0,94.27,18.03
1990-12-20,18.04,26.04,11.95,62.41,2.82,0.0,94.32,17.96
1990-12-21,18.47,26.36,11.68,66.2,3.16,0.0,94.3,17.23
1990-12-22,19.49,26.9,13.58,72.96,3.56,0.0,94.28,17.04
1990-12-23,19.25,26.67,13.78,67.54,3.61,0.0,94.3,17.45
