district,latitude,longitude,date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,ALLSKY_SFC_SW_DWN
Ahmednagar,19.0952,74.7496,2015-01-01,19.5,23.6,16.3,73,1.7,936.2,10.17
Ahmednagar,19.0952,74.7496,2015-01-02,19.6,24.4,15.9,78,0.2,938.6,12.92
Ahmednagar,19.0952,74.7496,2015-01-03,19.4,23.8,15.6,79,0.6,940.5,13.4
Ahmednagar,19.0952,74.7496,2015-01-04,20.1,25.0,16.1,75,0.0,941.5,12.6
Ahmednagar,19.0952,74.7496,2015-01-05,20.1,25.8,14.7,71,0.0,941.4,18.28
Ahmednagar,19.0952,74.7496,2015-01-06,20.7,27.0,14.4,63,0.0,941.1,18.65
Ahmednagar,19.0952,74.7496,2015-01-07,21.0,27.7,13.6,61,0.0,940.2,18.59
Ahmednagar,19.0952,74.7496,2015-01-08,19.9,26.3,13.1,51,0.0,941.1,19.13
Ahmednagar,19.0952,74.7496,2015-01-09,19.2,26.2,12.7,42,0.0,942.3,19.48
Ahmednagar,19.0952,74.7496,2015-01-10,18.9,27.1,11.0,42,0.0,942.4,19.87
Ahmednagar,19.0952,74.7496,2015-01-11,19.3,27.2,11.2,43,0.0,942.3,19.97
Ahmednagar,19.0952,74.7496,2015-01-12,19.3,27.1,11.8,45,0.0,941.9,19.97
Ahmednagar,19.0952,74.7496,2015-01-13,20.0,28.0,11.0,42,0.0,940.6,20.05
Ahmednagar,19.0952,74.7496,2015-01-14,20.8,28.6,12.9,39,0.0,939.6,19.95
Ahmednagar,19.0952,74.7496,2015-01-15,20.1,27.6,12.6,44,0.0,940.0,19.78
Ahmednagar,19.0952,74.7496,2015-01-16,20.5,27.5,13.1,47,0.0,940.9,19.55
Ahmednagar,19.0952,74.7496,2015-01-17,20.5,27.3,13.4,47,0.0,941.3,19.65
Ahmednagar,19.0952,74.7496,2015-01-18,21.0,28.0,13.7,48,0.0,941.1,19.61
Ahmednagar,19.0952,74.7496,2015-01-19,21.8,28.9,14.1,48,0.0,940.1,19.24
Ahmednagar,19.0952,74.7496,2015-01-20,21.8,28.3,15.5,52,0.0,941.1,18.38
Ahmednagar,19.0952,74.7496,2015-01-21,22.1,28.6,15.3,52,0.0,942.8,16.1
Ahmednagar,19.0952,74.7496,2015-01-22,22.4,27.7,17.4,53,0.0,942.9,14.38
Ahmednagar,19.0952,74.7496,2015-01-23,22.2,27.5,17.4,60,0.0,941.4,14.08
Ahmednagar,19.0952,74.7496,2015-01-24,23.6,29.3,17.9,55,0.0,941.4,16.84
Ahmednagar,19.0952,74.7496,2015-01-25,22.8,28.2,17.2,59,0.0,942.1,14.46
Ahmednagar,19.0952,74.7496,2015-01-26,22.4,28.3,17.4,53,0.0,941.8,15.14
Ahmednagar,19.0952,74.7496,2015-01-27,22.9,29.4,16.8,54,0.0,940.4,18.72
Ahmednagar,19.0952,74.7496,2015-01-28,22.4,29.0,15.8,57,0.0,939.3,19.97
Ahmednagar,19.0952,74.7496,2015-01-29,22.1,28.3,15.6,58,0.0,940.4,19.53
Ahmednagar,19.0952,74.7496,2015-01-30,21.9,28.3,16.2,60,0.0,942.9,19.78
Ahmednagar,19.0952,74.7496,2015-01-31,22.4,29.0,15.7,50,0.0,942.6,20.36
Ahmednagar,19.0952,74.7496,2015-02-01,23.7,30.2,16.5,45,0.0,941.5,20.46
Ahmednagar,19.0952,74.7496,2015-02-02,24.3,30.9,18.2,44,0.0,941.8,20.71
Ahmednagar,19.0952,74.7496,2015-02-03,24.2,29.9,17.6,46,0.0,944.4,20.32
Ahmednagar,19.0952,74.7496,2015-02-04,24.5,30.2,18.2,39,0.0,944.4,21.01
Ahmednagar,19.0952,74.7496,2015-02-05,23.5,29.9,16.6,39,0.0,942.4,19.7
Ahmednagar,19.0952,74.7496,2015-02-06,23.4,29.9,17.1,31,0.0,941.4,19.23
Ahmednagar,19.0952,74.7496,2015-02-07,23.1,30.4,14.7,34,0.0,940.2,20.74
Ahmednagar,19.0952,74.7496,2015-02-08,22.2,28.7,15.0,47,0.0,940.2,21.5
Ahmednagar,19.0952,74.7496,2015-02-09,23.3,30.1,16.2,38,0.0,940.7,20.44
Ahmednagar,19.0952,74.7496,2015-02-10,24.2,30.4,18.8,42,0.0,941.4,20.05
Ahmednagar,19.0952,74.7496,2015-02-11,23.8,30.2,16.8,46,0.0,941.0,19.59
Ahmednagar,19.0952,74.7496,2015-02-12,23.9,29.9,17.5,46,0.0,940.5,21.51
Ahmednagar,19.0952,74.7496,2015-02-13,24.3,30.7,17.3,45,0.0,940.5,21.79
Ahmednagar,19.0952,74.7496,2015-02-14,24.4,31.6,17.0,39,0.0,939.7,22.15
Ahmednagar,19.0952,74.7496,2015-02-15,24.7,32.5,16.5,36,0.0,939.6,22.37
Ahmednagar,19.0952,74.7496,2015-02-16,25.3,33.5,16.8,33,0.0,940.7,22.77
Ahmednagar,19.0952,74.7496,2015-02-17,25.8,33.5,18.0,33,0.0,940.3,22.6
Ahmednagar,19.0952,74.7496,2015-02-18,24.8,32.2,17.2,30,0.0,938.9,23.07
Ahmednagar,19.0952,74.7496,2015-02-19,24.5,31.5,16.5,37,0.0,938.7,22.93
Ahmednagar,19.0952,74.7496,2015-02-20,25.3,32.2,18.0,35,0.0,939.7,22.87
Ahmednagar,19.0952,74.7496,2015-02-21,25.8,32.2,18.8,35,0.0,940.8,22.39
Ahmednagar,19.0952,74.7496,2015-02-22,26.2,32.9,18.9,35,0.0,941.4,23.0
Ahmednagar,19.0952,74.7496,2015-02-23,26.7,33.1,19.1,30,0.0,941.3,23.21
Ahmednagar,19.0952,74.7496,2015-02-24,27.1,33.4,21.3,29,0.0,939.6,23.27
Ahmednagar,19.0952,74.7496,2015-02-25,26.0,32.9,18.5,40,0.0,938.0,22.76
Ahmednagar,19.0952,74.7496,2015-02-26,25.5,32.2,18.6,38,0.0,937.5,23.21
Ahmednagar,19.0952,74.7496,2015-02-27,24.4,31.4,17.6,36,0.0,937.4,23.64
Ahmednagar,19.0952,74.7496,2015-02-28,22.5,30.7,17.1,50,12.4,937.3,17.42
Ahmednagar,19.0952,74.7496,2015-03-01,18.1,20.9,16.1,82,14.2,936.9,7.86
Ahmednagar,19.0952,74.7496,2015-03-02,19.9,25.1,16.2,71,0.0,939.1,19.54
Ahmednagar,19.0952,74.7496,2015-03-03,18.1,23.8,12.2,66,0.0,939.5,24.0
Ahmednagar,19.0952,74.7496,2015-03-04,19.2,25.1,13.4,55,0.0,939.3,24.58
Ahmednagar,19.0952,74.7496,2015-03-05,21.7,29.0,14.5,52,0.0,939.9,24.31
Ahmednagar,19.0952,74.7496,2015-03-06,23.1,30.1,16.1,51,0.0,941.5,24.21
Ahmednagar,19.0952,74.7496,2015-03-07,23.8,30.5,16.4,42,0.0,940.9,24.53
Ahmednagar,19.0952,74.7496,2015-03-08,24.9,31.9,17.2,39,0.0,940.6,24.51
Ahmednagar,19.0952,74.7496,2015-03-09,25.3,31.9,18.2,45,0.1,942.2,22.69
Ahmednagar,19.0952,74.7496,2015-03-10,25.3,31.4,19.1,58,0.2,942.7,21.03
Ahmednagar,19.0952,74.7496,2015-03-11,24.9,31.8,19.9,62,3.9,942.6,21.05
Ahmednagar,19.0952,74.7496,2015-03-12,25.8,32.2,19.2,52,0.0,942.7,22.89
Ahmednagar,19.0952,74.7496,2015-03-13,25.9,33.4,20.3,51,1.7,941.3,22.51
Ahmednagar,19.0952,74.7496,2015-03-14,25.8,33.6,20.5,55,1.6,941.2,22.4
Ahmednagar,19.0952,74.7496,2015-03-15,25.2,31.2,20.0,58,0.3,940.9,20.9
Ahmednagar,19.0952,74.7496,2015-03-16,24.8,32.4,17.6,54,0.0,941.9,24.68
Ahmednagar,19.0952,74.7496,2015-03-17,25.5,32.7,18.4,40,0.0,941.5,25.14
Ahmednagar,19.0952,74.7496,2015-03-18,26.3,33.2,18.5,38,0.0,939.7,25.01
Ahmednagar,19.0952,74.7496,2015-03-19,28.4,35.3,21.1,37,0.0,940.0,23.79
Ahmednagar,19.0952,74.7496,2015-03-20,29.5,36.3,23.3,37,2.2,940.7,22.4
Ahmednagar,19.0952,74.7496,2015-03-21,29.5,35.9,22.1,35,0.0,941.4,23.54
Ahmednagar,19.0952,74.7496,2015-03-22,30.4,37.1,23.8,31,0.0,941.2,24.34
Ahmednagar,19.0952,74.7496,2015-03-23,30.0,36.4,22.4,33,0.0,939.7,23.04
Ahmednagar,19.0952,74.7496,2015-03-24,31.1,37.3,24.6,28,0.0,939.0,25.53
Ahmednagar,19.0952,74.7496,2015-03-25,31.2,37.4,24.0,27,0.0,939.1,24.59
Ahmednagar,19.0952,74.7496,2015-03-26,30.5,37.4,23.1,30,0.0,940.3,23.41
Ahmednagar,19.0952,74.7496,2015-03-27,30.6,36.6,23.8,32,0.0,941.0,23.61
Ahmednagar,19.0952,74.7496,2015-03-28,30.3,35.6,23.3,33,0.0,939.8,22.08
Ahmednagar,19.0952,74.7496,2015-03-29,28.4,34.2,24.5,49,1.6,938.9,13.33
Ahmednagar,19.0952,74.7496,2015-03-30,28.2,34.4,22.4,48,0.1,938.8,23.93
Ahmednagar,19.0952,74.7496,2015-03-31,28.7,35.5,21.8,31,0.0,938.8,26.6
Ahmednagar,19.0952,74.7496,2015-04-01,28.3,36.1,20.4,22,0.0,938.3,26.77
Ahmednagar,19.0952,74.7496,2015-04-02,28.4,36.9,20.0,33,0.0,937.6,26.82
Ahmednagar,19.0952,74.7496,2015-04-03,28.2,35.9,21.1,33,0.0,936.8,26.79
Ahmednagar,19.0952,74.7496,2015-04-04,27.6,35.2,20.3,30,0.0,935.7,27.3
Ahmednagar,19.0952,74.7496,2015-04-05,27.9,36.3,19.3,39,0.0,935.8,27.14
Ahmednagar,19.0952,74.7496,2015-04-06,28.4,36.8,19.7,40,0.0,935.7,27.08
Ahmednagar,19.0952,74.7496,2015-04-07,28.4,36.9,18.6,33,0.0,936.3,27.18
Ahmednagar,19.0952,74.7496,2015-04-08,29.7,37.5,21.2,41,0.0,937.5,26.25
Ahmednagar,19.0952,74.7496,2015-04-09,31.1,37.7,24.0,40,0.0,938.0,25.24
Ahmednagar,19.0952,74.7496,2015-04-10,29.7,36.2,25.3,47,2.5,938.8,21.12
Ahmednagar,19.0952,74.7496,2015-04-11,27.4,34.4,22.8,58,3.8,939.3,21.7
Ahmednagar,19.0952,74.7496,2015-04-12,26.7,33.3,20.8,47,0.0,939.9,24.04
Ahmednagar,19.0952,74.7496,2015-04-13,25.6,32.3,19.1,45,0.2,939.6,24.09
Ahmednagar,19.0952,74.7496,2015-04-14,24.9,30.3,20.5,57,2.2,938.4,22.64
Ahmednagar,19.0952,74.7496,2015-04-15,26.1,31.5,20.6,50,0.0,938.8,20.12
Ahmednagar,19.0952,74.7496,2015-04-16,27.8,33.0,21.9,46,0.0,940.9,22.95
Ahmednagar,19.0952,74.7496,2015-04-17,29.9,35.8,23.0,37,0.0,939.6,24.54
Ahmednagar,19.0952,74.7496,2015-04-18,31.0,38.2,21.6,34,0.0,936.9,26.67
Ahmednagar,19.0952,74.7496,2015-04-19,32.8,39.3,23.9,31,0.0,937.0,25.88
Ahmednagar,19.0952,74.7496,2015-04-20,33.3,39.1,26.4,30,0.0,938.2,23.32
Ahmednagar,19.0952,74.7496,2015-04-21,33.0,38.8,25.9,34,0.5,938.5,23.07
Ahmednagar,19.0952,74.7496,2015-04-22,32.2,38.5,27.1,40,2.3,937.6,22.7
Ahmednagar,19.0952,74.7496,2015-04-23,31.1,38.3,24.6,46,0.0,937.9,22.9
Ahmednagar,19.0952,74.7496,2015-04-24,30.7,38.3,23.7,33,0.0,938.0,27.54
Ahmednagar,19.0952,74.7496,2015-04-25,29.9,37.6,21.5,37,0.0,936.8,27.9
Ahmednagar,19.0952,74.7496,2015-04-26,30.9,38.5,22.2,36,0.0,937.3,24.98
Ahmednagar,19.0952,74.7496,2015-04-27,31.6,39.1,22.9,40,0.0,938.3,25.67
Ahmednagar,19.0952,74.7496,2015-04-28,32.0,40.4,23.8,37,0.0,938.2,26.72
Ahmednagar,19.0952,74.7496,2015-04-29,31.9,41.0,24.1,32,0.0,937.2,28.18
Ahmednagar,19.0952,74.7496,2015-04-30,31.4,40.3,22.3,38,0.0,937.9,27.81
Ahmednagar,19.0952,74.7496,2015-05-01,32.0,40.4,23.5,33,0.0,937.6,27.91
Ahmednagar,19.0952,74.7496,2015-05-02,32.4,40.5,23.9,31,0.0,937.1,28.11
Ahmednagar,19.0952,74.7496,2015-05-03,32.6,39.9,24.8,30,0.0,937.0,27.15
Ahmednagar,19.0952,74.7496,2015-05-04,33.0,39.5,25.3,26,0.0,937.2,26.49
Ahmednagar,19.0952,74.7496,2015-05-05,32.4,38.2,26.4,34,0.6,938.1,23.67
Ahmednagar,19.0952,74.7496,2015-05-06,32.1,38.5,25.5,35,0.0,936.9,25.47
Ahmednagar,19.0952,74.7496,2015-05-07,32.8,39.2,25.0,31,0.0,937.1,25.28
Ahmednagar,19.0952,74.7496,2015-05-08,33.4,39.6,26.3,32,0.0,937.0,24.66
Ahmednagar,19.0952,74.7496,2015-05-09,33.3,39.8,27.5,28,0.1,935.9,23.13
Ahmednagar,19.0952,74.7496,2015-05-10,32.3,38.2,26.4,29,0.4,936.5,25.7
Ahmednagar,19.0952,74.7496,2015-05-11,32.9,38.7,26.6,28,0.0,936.6,23.34
Ahmednagar,19.0952,74.7496,2015-05-12,32.3,38.9,26.1,41,1.7,937.1,24.76
Ahmednagar,19.0952,74.7496,2015-05-13,29.9,37.0,26.2,52,2.7,937.1,20.42
Ahmednagar,19.0952,74.7496,2015-05-14,28.3,33.0,24.4,56,0.3,937.7,12.84
Ahmednagar,19.0952,74.7496,2015-05-15,30.2,34.6,26.8,52,0.4,937.7,14.97
Ahmednagar,19.0952,74.7496,2015-05-16,31.7,37.7,25.1,45,0.0,935.7,23.0
Ahmednagar,19.0952,74.7496,2015-05-17,33.2,40.5,25.7,39,0.0,934.0,26.8
Ahmednagar,19.0952,74.7496,2015-05-18,32.7,41.1,24.9,40,0.0,934.5,26.78
Ahmednagar,19.0952,74.7496,2015-05-19,32.4,40.9,25.6,39,0.0,935.3,26.65
Ahmednagar,19.0952,74.7496,2015-05-20,32.5,41.3,25.3,40,0.0,936.2,26.34
Ahmednagar,19.0952,74.7496,2015-05-21,31.9,40.5,24.6,43,0.0,936.3,25.6
Ahmednagar,19.0952,74.7496,2015-05-22,31.6,41.0,23.7,48,0.0,936.1,27.38
Ahmednagar,19.0952,74.7496,2015-05-23,30.7,39.2,24.1,49,0.0,936.1,26.88
Ahmednagar,19.0952,74.7496,2015-05-24,30.1,38.5,23.4,53,0.0,936.6,25.95
Ahmednagar,19.0952,74.7496,2015-05-25,30.0,38.3,23.0,53,0.0,936.7,26.07
Ahmednagar,19.0952,74.7496,2015-05-26,30.3,39.1,23.1,51,0.1,936.9,26.23
Ahmednagar,19.0952,74.7496,2015-05-27,30.7,40.1,22.9,49,0.0,936.4,26.13
Ahmednagar,19.0952,74.7496,2015-05-28,31.1,40.1,23.4,50,0.0,935.4,26.29
Ahmednagar,19.0952,74.7496,2015-05-29,31.3,39.9,23.9,50,0.5,935.5,24.34
Ahmednagar,19.0952,74.7496,2015-05-30,31.6,38.8,25.5,52,0.4,936.8,24.04
Ahmednagar,19.0952,74.7496,2015-05-31,32.7,39.9,27.2,44,0.5,934.7,23.2
Ahmednagar,19.0952,74.7496,2015-06-01,31.0,39.0,24.5,48,0.0,933.9,25.5
Ahmednagar,19.0952,74.7496,2015-06-02,29.9,38.3,22.8,45,0.0,935.3,27.22
Ahmednagar,19.0952,74.7496,2015-06-03,30.0,38.1,22.4,47,0.0,934.9,26.1
Ahmednagar,19.0952,74.7496,2015-06-04,30.8,37.8,23.4,46,0.0,935.0,24.95
Ahmednagar,19.0952,74.7496,2015-06-05,30.3,36.0,26.1,53,0.5,936.2,16.43
Ahmednagar,19.0952,74.7496,2015-06-06,30.5,36.2,26.1,52,0.9,934.9,21.47
Ahmednagar,19.0952,74.7496,2015-06-07,29.0,35.5,25.6,67,23.9,934.4,20.67
Ahmednagar,19.0952,74.7496,2015-06-08,27.7,33.2,24.6,73,1.8,934.6,21.68
Ahmednagar,19.0952,74.7496,2015-06-09,27.2,32.7,23.7,72,8.5,935.9,23.68
Ahmednagar,19.0952,74.7496,2015-06-10,27.2,32.1,23.6,71,0.7,935.2,22.98
Ahmednagar,19.0952,74.7496,2015-06-11,27.0,31.7,23.7,74,0.9,935.0,21.01
Ahmednagar,19.0952,74.7496,2015-06-12,26.1,30.5,24.0,79,14.6,934.8,15.65
Ahmednagar,19.0952,74.7496,2015-06-13,24.8,27.5,22.9,83,7.8,933.6,13.06
Ahmednagar,19.0952,74.7496,2015-06-14,24.0,26.4,22.7,87,16.4,933.1,11.64
Ahmednagar,19.0952,74.7496,2015-06-15,23.4,25.2,22.4,89,11.9,933.3,5.41
Ahmednagar,19.0952,74.7496,2015-06-16,24.5,29.0,22.2,83,12.2,933.0,14.04
Ahmednagar,19.0952,74.7496,2015-06-17,24.9,29.7,22.2,79,1.8,931.4,14.61
Ahmednagar,19.0952,74.7496,2015-06-18,25.2,30.3,22.6,79,3.2,931.4,16.54
Ahmednagar,19.0952,74.7496,2015-06-19,24.4,26.4,23.0,84,1.2,930.7,10.85
Ahmednagar,19.0952,74.7496,2015-06-20,25.1,28.2,23.0,81,1.4,929.5,15.02
Ahmednagar,19.0952,74.7496,2015-06-21,24.6,27.8,22.8,84,17.8,928.5,10.14
Ahmednagar,19.0952,74.7496,2015-06-22,23.9,25.7,22.9,87,12.3,929.1,6.32
Ahmednagar,19.0952,74.7496,2015-06-23,24.4,26.9,23.2,83,7.8,928.8,10.77
Ahmednagar,19.0952,74.7496,2015-06-24,24.7,27.3,23.3,83,7.4,930.7,12.61
Ahmednagar,19.0952,74.7496,2015-06-25,25.1,28.9,22.8,79,0.0,931.6,15.18
Ahmednagar,19.0952,74.7496,2015-06-26,25.3,29.8,22.6,76,0.1,931.9,17.37
Ahmednagar,19.0952,74.7496,2015-06-27,25.4,29.4,22.5,77,0.4,933.2,15.21
Ahmednagar,19.0952,74.7496,2015-06-28,25.2,29.3,21.6,76,0.0,935.3,13.29
Ahmednagar,19.0952,74.7496,2015-06-29,25.3,29.7,21.3,74,0.0,936.5,16.46
Ahmednagar,19.0952,74.7496,2015-06-30,25.1,29.4,21.8,76,0.6,936.3,17.79
Ahmednagar,19.0952,74.7496,2015-07-01,25.3,29.7,21.8,76,1.1,936.8,19.29
Ahmednagar,19.0952,74.7496,2015-07-02,25.8,31.5,21.9,71,0.0,937.6,21.39
Ahmednagar,19.0952,74.7496,2015-07-03,25.7,31.7,21.5,71,0.0,937.7,22.83
Ahmednagar,19.0952,74.7496,2015-07-04,25.8,31.3,22.1,71,0.0,937.1,22.0
Ahmednagar,19.0952,74.7496,2015-07-05,25.8,31.1,22.1,70,0.0,935.8,19.89
Ahmednagar,19.0952,74.7496,2015-07-06,25.8,30.7,21.9,69,0.0,934.4,18.96
Ahmednagar,19.0952,74.7496,2015-07-07,25.5,29.8,22.6,73,0.3,933.5,14.67
Ahmednagar,19.0952,74.7496,2015-07-08,25.8,30.4,22.9,73,0.1,934.3,15.28
Ahmednagar,19.0952,74.7496,2015-07-09,25.6,29.5,23.0,73,0.0,934.8,11.49
Ahmednagar,19.0952,74.7496,2015-07-10,25.8,29.9,23.2,73,0.7,932.4,16.69
Ahmednagar,19.0952,74.7496,2015-07-11,25.6,29.4,23.0,72,0.2,932.6,11.01
Ahmednagar,19.0952,74.7496,2015-07-12,26.4,31.0,22.8,69,0.5,934.3,16.64
Ahmednagar,19.0952,74.7496,2015-07-13,26.7,31.3,22.9,68,0.1,934.9,17.79
Ahmednagar,19.0952,74.7496,2015-07-14,27.2,33.2,22.3,66,0.1,934.0,21.84
Ahmednagar,19.0952,74.7496,2015-07-15,26.5,31.7,22.5,66,0.2,932.3,18.86
Ahmednagar,19.0952,74.7496,2015-07-16,26.6,31.9,22.8,67,0.0,930.8,19.9
Ahmednagar,19.0952,74.7496,2015-07-17,26.1,30.1,23.1,71,1.7,930.8,17.19
Ahmednagar,19.0952,74.7496,2015-07-18,26.3,31.0,23.3,71,0.4,932.2,17.28
Ahmednagar,19.0952,74.7496,2015-07-19,26.0,30.8,23.0,73,0.7,932.4,20.06
Ahmednagar,19.0952,74.7496,2015-07-20,24.1,26.7,22.9,81,0.7,931.5,5.29
Ahmednagar,19.0952,74.7496,2015-07-21,24.9,28.8,22.9,80,5.7,931.8,11.84
Ahmednagar,19.0952,74.7496,2015-07-22,24.7,28.0,22.6,80,1.1,932.3,15.53
Ahmednagar,19.0952,74.7496,2015-07-23,25.1,28.5,22.6,78,0.5,932.8,11.25
Ahmednagar,19.0952,74.7496,2015-07-24,25.1,28.9,22.6,78,1.0,934.1,11.32
Ahmednagar,19.0952,74.7496,2015-07-25,25.0,29.6,22.5,75,0.1,934.1,16.35
Ahmednagar,19.0952,74.7496,2015-07-26,24.8,29.3,22.2,75,0.0,934.1,16.52
Ahmednagar,19.0952,74.7496,2015-07-27,24.5,28.9,22.2,75,0.6,935.0,16.25
Ahmednagar,19.0952,74.7496,2015-07-28,24.2,28.5,22.1,76,0.3,935.5,15.88
Ahmednagar,19.0952,74.7496,2015-07-29,23.7,27.1,21.6,79,0.0,935.4,10.68
Ahmednagar,19.0952,74.7496,2015-07-30,24.6,29.0,22.0,74,0.4,935.9,15.33
Ahmednagar,19.0952,74.7496,2015-07-31,25.1,29.8,22.1,73,0.8,935.9,18.49
Ahmednagar,19.0952,74.7496,2015-08-01,25.3,29.9,22.1,72,0.6,937.1,15.14
Ahmednagar,19.0952,74.7496,2015-08-02,25.2,29.7,22.0,72,0.0,937.5,14.13
Ahmednagar,19.0952,74.7496,2015-08-03,24.9,28.3,22.7,74,1.2,936.1,11.72
Ahmednagar,19.0952,74.7496,2015-08-04,23.7,26.2,22.0,80,3.7,934.4,6.42
Ahmednagar,19.0952,74.7496,2015-08-05,22.2,22.6,21.8,91,12.4,933.2,2.76
Ahmednagar,19.0952,74.7496,2015-08-06,23.6,26.9,21.9,85,4.5,933.0,12.52
Ahmednagar,19.0952,74.7496,2015-08-07,24.8,28.3,22.3,80,1.6,933.4,13.98
Ahmednagar,19.0952,74.7496,2015-08-08,24.6,28.8,22.1,80,1.9,933.9,13.83
Ahmednagar,19.0952,74.7496,2015-08-09,24.3,28.3,21.5,82,3.2,932.6,14.08
Ahmednagar,19.0952,74.7496,2015-08-10,25.0,28.7,22.3,79,0.5,932.4,13.1
Ahmednagar,19.0952,74.7496,2015-08-11,25.0,28.9,21.8,78,0.3,934.3,14.12
Ahmednagar,19.0952,74.7496,2015-08-12,23.1,25.1,21.8,89,8.8,934.7,8.13
Ahmednagar,19.0952,74.7496,2015-08-13,23.4,25.4,21.6,86,7.0,934.2,6.58
Ahmednagar,19.0952,74.7496,2015-08-14,24.5,28.0,22.3,81,0.2,934.3,12.43
Ahmednagar,19.0952,74.7496,2015-08-15,24.8,29.5,22.0,79,1.4,935.6,16.36
Ahmednagar,19.0952,74.7496,2015-08-16,24.9,28.9,22.1,78,0.1,936.8,14.11
Ahmednagar,19.0952,74.7496,2015-08-17,24.5,28.0,21.5,81,0.6,935.9,11.84
Ahmednagar,19.0952,74.7496,2015-08-18,25.6,30.6,21.4,74,0.0,936.7,18.55
Ahmednagar,19.0952,74.7496,2015-08-19,26.0,31.7,21.6,74,0.0,937.6,20.46
Ahmednagar,19.0952,74.7496,2015-08-20,26.1,31.3,21.7,74,0.0,937.7,22.13
Ahmednagar,19.0952,74.7496,2015-08-21,25.3,29.9,21.6,73,0.0,937.2,17.68
Ahmednagar,19.0952,74.7496,2015-08-22,25.2,29.9,21.9,73,0.0,936.1,17.49
Ahmednagar,19.0952,74.7496,2015-08-23,25.4,30.6,22.0,72,0.1,936.3,17.41
Ahmednagar,19.0952,74.7496,2015-08-24,25.8,31.2,22.5,70,0.9,937.2,19.91
Ahmednagar,19.0952,74.7496,2015-08-25,25.0,29.7,22.1,74,3.3,936.6,17.46
Ahmednagar,19.0952,74.7496,2015-08-26,25.7,30.5,22.6,72,0.4,935.3,17.16
Ahmednagar,19.0952,74.7496,2015-08-27,25.4,30.7,21.6,72,0.4,934.6,19.04
Ahmednagar,19.0952,74.7496,2015-08-28,24.9,28.8,22.6,75,0.6,935.4,10.56
Ahmednagar,19.0952,74.7496,2015-08-29,25.2,28.9,22.2,74,1.1,935.3,12.03
Ahmednagar,19.0952,74.7496,2015-08-30,25.3,29.7,21.9,74,0.7,935.7,14.93
Ahmednagar,19.0952,74.7496,2015-08-31,25.4,30.3,22.0,71,0.1,936.8,16.52
Ahmednagar,19.0952,74.7496,2015-09-01,25.8,31.6,21.6,68,0.0,936.1,20.78
Ahmednagar,19.0952,74.7496,2015-09-02,25.5,30.7,21.1,67,0.0,935.6,18.01
Ahmednagar,19.0952,74.7496,2015-09-03,26.5,33.9,19.8,59,0.0,936.6,22.86
Ahmednagar,19.0952,74.7496,2015-09-04,27.4,32.5,22.3,61,0.0,939.1,19.78
Ahmednagar,19.0952,74.7496,2015-09-05,27.6,33.2,23.6,63,2.9,939.6,20.01
Ahmednagar,19.0952,74.7496,2015-09-06,27.7,33.3,23.6,61,0.0,939.0,16.78
Ahmednagar,19.0952,74.7496,2015-09-07,27.3,32.8,22.7,61,0.2,938.5,19.49
Ahmednagar,19.0952,74.7496,2015-09-08,25.4,29.6,23.4,73,12.4,938.0,10.65
Ahmednagar,19.0952,74.7496,2015-09-09,24.2,27.9,22.4,86,58.8,937.7,13.02
Ahmednagar,19.0952,74.7496,2015-09-10,24.4,28.5,21.9,86,14.9,937.7,16.49
Ahmednagar,19.0952,74.7496,2015-09-11,25.2,29.5,21.8,82,1.3,937.2,19.48
Ahmednagar,19.0952,74.7496,2015-09-12,25.0,30.0,21.9,84,18.4,937.0,18.78
Ahmednagar,19.0952,74.7496,2015-09-13,24.6,29.3,22.4,86,20.3,937.4,15.83
Ahmednagar,19.0952,74.7496,2015-09-14,24.4,28.6,22.6,88,21.4,936.4,13.89
Ahmednagar,19.0952,74.7496,2015-09-15,24.3,28.3,22.4,88,27.4,934.9,14.7
Ahmednagar,19.0952,74.7496,2015-09-16,24.5,28.0,22.3,85,5.2,933.9,12.96
Ahmednagar,19.0952,74.7496,2015-09-17,24.6,27.9,22.3,84,1.0,932.5,11.12
Ahmednagar,19.0952,74.7496,2015-09-18,22.7,23.3,22.2,93,68.4,930.8,2.59
Ahmednagar,19.0952,74.7496,2015-09-19,24.2,28.1,21.8,80,0.3,932.7,18.86
Ahmednagar,19.0952,74.7496,2015-09-20,23.8,27.5,21.4,81,1.1,933.5,15.54
Ahmednagar,19.0952,74.7496,2015-09-21,24.1,28.1,21.3,80,0.6,934.2,17.13
Ahmednagar,19.0952,74.7496,2015-09-22,24.1,28.2,21.0,80,0.0,935.8,15.06
Ahmednagar,19.0952,74.7496,2015-09-23,24.8,28.8,21.6,79,0.2,938.3,19.07
Ahmednagar,19.0952,74.7496,2015-09-24,25.0,29.2,21.4,79,0.2,937.9,20.1
Ahmednagar,19.0952,74.7496,2015-09-25,24.7,29.8,20.6,77,0.0,936.8,23.07
Ahmednagar,19.0952,74.7496,2015-09-26,23.4,29.1,19.0,71,0.0,937.0,23.58
Ahmednagar,19.0952,74.7496,2015-09-27,23.9,29.4,18.3,71,0.0,937.3,23.53
Ahmednagar,19.0952,74.7496,2015-09-28,24.6,29.7,19.1,71,0.0,937.1,20.75
Ahmednagar,19.0952,74.7496,2015-09-29,25.6,29.8,21.0,71,0.1,937.3,18.39
Ahmednagar,19.0952,74.7496,2015-09-30,26.3,30.8,22.0,67,0.0,938.7,20.42
